,w_c,nca_fineness_modulus,nca_crushing_strength,nca_impact_strength,nca_specific_gravity,nca_density,nca,cca_fineness_modulus,cca_density,cca_absorption_capacity,cca_specific_gravity,cca,cca_replacement_percentage,cfa_mean_particle_size,cfa_nfa,cfa_replacement_percentage,nfa_mean_particle_size,nfa_nfa,age,fc
1863,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,14.0,25.46479295022486
1864,0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,25.7,10,56.84,4.56,20,88.81,41.12,60.0,17.825355065157403
1865,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0.0,0.0,0,88.81,45.68,14.0,21.390426078188884
1866,0.45,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,32.13,10,0.0,0.0,0,88.81,45.68,28.0,25.46479295022486
1867,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,25.46479295022486
1868,0.45,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,25.7,40,0.0,0.0,0,88.81,45.68,28.0,24.19155330271362
1869,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,41.12,60.0,10.833996160673168
1870,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,0.0,0,88.81,41.12,14.0,19.098594712668646
1871,0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,19.27,20,56.84,4.56,10,88.81,41.12,28.0,22.281693831446752
1872,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0.0,0.0,0,88.81,45.68,60.0,23.300285549455747
1873,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,60.0,25.846764844478233
1874,0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,30,0.0,0.0,0,88.81,45.68,14.0,23.554933478957995
1875,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,12.85,50,0.0,0.0,0,88.81,45.68,14.0,25.46479295022486
1876,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0.0,0.0,0,88.81,45.68,28.0,21.00845418393551
1877,0.43,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,10,56.84,4.56,10,88.81,41.12,14.0,21.00845418393551
1878,0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0.0,0.0,0,88.81,45.68,28.0,26.0
1879,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,25.46479295022486
1880,0.43,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0.0,0.0,0,88.81,45.68,14.0,12.777851130528582
1881,0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,60.0,17.53632966517235
1882,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,14.0,21.00845418393551
1883,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0.0,0.0,0,88.81,45.68,60.0,20.405702534803687
1884,0.44,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,30,56.84,9.13,10,88.81,41.12,60.0,19.098594712668646
1885,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,19.27,20,56.84,9.13,20,88.81,45.68,60.0,14.619974252547848
1886,0.44,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,14.0,28.011272245247348
1887,0.44,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,12.85,20,0.0,0.0,0,88.81,45.68,28.0,20.37183436017989
1888,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,19.27,30,56.84,9.13,20,88.81,36.55,14.0,27.0
1889,0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,60.0,24.19155330271362
1890,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,25.46479295022486
1891,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,19.27,30,56.84,9.13,20,88.81,36.55,28.0,19.098594712668646
1892,0.44,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,30,56.84,9.13,20,88.81,36.55,60.0,28.011272245247348
1893,0.42,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,19.27,40,56.84,9.13,20,88.81,36.55,28.0,19.098594712668646
1894,0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0.0,0.0,10,88.81,41.12,28.0,23.554933478957995
1895,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,0,88.81,36.55,28.0,21.00845418393551
1896,0.41,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,14.0,25.46479295022486
1897,0.44,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,28.0,22.918313655202375
1898,0.44,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,45.68,14.0,21.645074007691132
1899,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,14.0,24.19155330271362
1900,0.4,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,28.0,23.554933478957995
1901,0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,32.13,20,0.0,0.0,0,88.81,45.68,14.0,28.011272245247348
1902,0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,60.0,24.19155330271362
1903,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,60.0,25.46479295022486
1904,0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0.0,0.0,0,88.81,45.68,60.0,16.403401026816848
1905,0.45,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,60.0,17.53632966517235
1906,0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0.0,0.0,0,88.81,45.68,14.0,24.82817312646924
1907,0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,0.0,0,88.81,41.12,28.0,23.172961584704623
1908,0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,45.68,60.0,31.830991187781077
1909,0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,14.0,28.011272245247348
1910,0.45,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,25.7,50,0.0,0.0,0,88.81,45.68,14.0,24.82817312646924
1911,0.42,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,25.7,40,0.0,0.0,0,88.81,45.68,14.0,23.809581408460247
1912,0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,0,88.81,36.55,28.0,20.37183436017989
1913,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,6.42,20,56.84,9.13,20,88.81,36.55,28.0,26.10141277398048
1914,0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,28.0,22.918313655202375
1915,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,14.0,22.918313655202375
1916,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,25.7,20,0.0,0.0,0,88.81,45.68,28.0,21.00845418393551
1917,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,28.0,24.82817312646924
1918,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,60.0,22.918313655202375
1919,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,60.0,25.46479295022486
1920,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,25.46479295022486
1921,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,14.0,22.918313655202375
1922,0.4,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,60.0,31.830991187781077
1923,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,36.55,14.0,11.76065997613185
1924,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,60.0,19.098594712668646
1925,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,28.0,25.46479295022486
1926,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,9.13,20,88.81,36.55,14.0,19.098594712668646
1927,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0.0,4.56,10,88.81,45.68,28.0,28.647892069002967
1928,0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,14.0,22.918313655202375
1929,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,25.46479295022486
1930,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,9.13,20,88.81,36.55,28.0,19.098594712668646
1931,0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,28.0,24.82817312646924
1932,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,60.0,22.281693831446752
1933,0.41,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,28.0,17.18873524140178
1934,0.42,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,20,56.84,4.56,10,88.81,41.12,28.0,35.650710130314806
1935,0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,14.0,15.337572117885186
1936,0.4,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,28.0,19.098594712668646
1937,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,12.383490614504923
1938,0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,14.0,19.098594712668646
1939,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,30,56.84,9.13,20,88.81,36.55,60.0,12.383490614504923
1940,0.44,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,30,56.84,9.13,20,88.81,36.55,14.0,28.39324413950072
1941,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,20,88.81,36.55,28.0,15.337572117885186
1942,0.43,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,6.42,20,0.0,0.0,0,88.81,45.68,28.0,26.0
1943,0.44,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,14.0,22.918313655202375
1944,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,20,88.81,36.55,28.0,19.098594712668646
1945,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0.0,0.0,0,88.81,45.68,28.0,20.405702534803687
1946,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,24.82817312646924
1947,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,20,56.84,9.13,20,88.81,36.55,28.0,20.37183436017989
1948,0.45,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,60.0,26.10141277398048
1949,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,25.46479295022486
1950,0.44,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,19.27,10,0.0,0.0,0,88.81,45.68,14.0,29.28451189275859
1951,0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,60.0,10.833996160673168
1952,0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,0.0,0.0,0,88.81,45.68,14.0,21.645074007691132
1953,0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,40,56.84,4.56,10,88.81,41.12,14.0,29.28451189275859
1954,0.45,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,20,88.81,41.12,60.0,22.918313655202375
1955,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,14.0,17.18873524140178
1956,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,45.68,14.0,36.1600059893193
1957,0.4,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,6.42,40,0.0,0.0,0,88.81,45.68,28.0,26.738032597736105
1958,0.4,6,21.85,15.38,2.43,1463.233,64.26,5.5,1114.147,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,60.0,22.918313655202375
1959,0.44,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,14.0,22.79098969045125
1960,0.41,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,14.0,28.647892069002967
1961,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,19.27,20,56.84,4.56,10,88.81,41.12,60.0,19.098594712668646
1962,0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0.0,0.0,0,88.81,45.68,14.0,25.46479295022486
1963,0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,14.0,28.011272245247348
1964,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0.0,0.0,0,88.81,45.68,14.0,14.504746064448081
1965,0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,14.0,31.830991187781077
1966,0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0.0,0.0,0,88.81,45.68,60.0,25.084985563372257
1967,0.44,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,12.85,50,0.0,0.0,0,88.81,45.68,28.0,24.19155330271362
1968,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,20,88.81,36.55,28.0,15.915495593890538
1969,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,60.0,25.46479295022486
1970,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,14.0,28.647892069002967
1971,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,28.0,23.554933478957995
1972,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,25.7,40,56.84,0.0,0,88.81,45.68,28.0,23.300285549455747
1973,0.45,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,12.85,40,0.0,0.0,0,88.81,45.68,28.0,36.1600059893193
1974,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,10,88.81,36.55,60.0,19.098594712668646
1975,0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,28.0,19.51685393687609
1976,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,25.46479295022486
1977,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,9.13,20,88.81,36.55,60.0,19.098594712668646
1978,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,14.0,23.554933478957995
1979,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,10,88.81,36.55,28.0,16.55211541764616
1980,0.42,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,19.27,40,56.84,4.56,10,88.81,41.12,14.0,21.446321298714626
1981,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0.0,0.0,0,88.81,45.68,60.0,22.79098969045125
1982,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,60.0,23.300285549455747
1983,0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,28.0,23.0
1984,0.42,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,14.0,19.098594712668646
1985,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,60.0,22.918313655202375
1986,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,36.55,14.0,17.18873524140178
1987,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,28.0,23.554933478957995
1988,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,14.0,28.647892069002967
1989,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0.0,4.56,10,88.81,41.12,60.0,11.76065997613185
1990,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,25.46479295022486
1991,0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,28.0,17.825355065157403
1992,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,9.13,20,88.81,36.55,60.0,22.918313655202375
1993,0.45,6,21.85,15.38,2.43,1463.233,38.55,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0,88.81,45.68,28.0,24.82817312646924
1994,0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,36.55,14.0,15.337572117885186
1995,0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,4.56,10,88.81,41.12,14.0,25.592116914975986
1996,0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,60.0,21.645074007691132
1997,0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,60.0,28.585503326274917
1998,0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,14.0,14.619974252547848
1999,0.44,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,12.85,20,56.84,0.0,0,88.81,36.55,14.0,23.554933478957995
2000,0.41,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,14.0,23.554933478957995
2001,0.43,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,60.0,23.809581408460247
2002,0.44,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,19.27,30,56.84,0.0,20,88.81,45.68,28.0,24.0
2003,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0.0,0.0,20,88.81,45.68,14.0,20.37183436017989
2004,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,50,0.0,0.0,0,88.81,45.68,14.0,23.172961584704623
2005,0.43,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,60.0,25.592116914975986
2006,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,12.85,20,0.0,0.0,0,88.81,45.68,28.0,23.554933478957995
2007,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0.0,0.0,0,88.81,45.68,14.0,25.846764844478233
2008,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,9.13,20,88.81,36.55,60.0,22.918313655202375
2009,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,19.27,30,56.84,0.0,10,88.81,41.12,60.0,19.098594712668646
2010,0.45,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,0.0,0.0,0,88.81,45.68,28.0,23.554933478957995
2011,0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,14.0,35.650710130314806
2012,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,0.0,0.0,0,88.81,45.68,14.0,13.612332395507451
2013,0.44,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0.0,0.0,0,88.81,45.68,60.0,20.37183436017989
2014,0.45,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,10,56.84,4.56,10,88.81,41.12,60.0,22.918313655202375
2015,0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,4.56,10,88.81,41.12,60.0,19.098594712668646
2016,0.41,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,10,56.84,9.13,20,88.81,36.55,60.0,22.918313655202375
2017,0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,14.0,23.0
2018,0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,0.0,0.0,10,88.81,45.68,60.0,36.1600059893193
2019,0.42,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,28.0,25.46479295022486
2020,0.4,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,6.42,40,56.84,4.56,10,88.81,41.12,14.0,12.383490614504923
2021,0.42,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,25.7,40,56.84,4.56,10,88.81,41.12,14.0,22.918313655202375
2022,0.41,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,60.0,23.554933478957995
2023,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,23.300285549455747
2024,0.44,6,21.85,15.38,2.43,1463.233,38.55,5.5,1114.147,14.23,1.92,25.7,40,56.84,9.13,20,88.81,36.55,28.0,17.675112786751075
2025,0.41,6,21.85,15.38,2.43,1463.233,51.41,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,14.0,31.830991187781077
2026,0.41,6,21.85,15.38,2.43,1463.233,57.83,5.5,1114.147,14.23,1.92,12.85,20,56.84,4.56,10,88.81,41.12,14.0,22.918313655202375
2027,0.44,6,21.85,15.38,2.43,1463.233,44.98,5.5,1114.147,14.23,1.92,19.27,30,56.84,9.13,10,88.81,36.55,14.0,19.098594712668646
2028,0.43,6,21.85,15.38,2.43,1463.233,32.13,5.5,1114.147,14.23,1.92,32.13,50,0.0,0.0,0,88.81,45.68,28.0,23.0
2029,0.4,6,21.85,15.38,2.43,1463.233,64.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88.81,45.68,14.0,24.82817312646924
